code;name;type
2922498500;"Oksigentərkibli funksional qrupu olan amin birləşmələri:– aminturşular, tərkibində bir tipdən artıq oksigentərkibli funksional qrup olan birləşmələrdən başqa və onların mürəkkəb efirləri; bu birləşmələrin duzları:– – digərləri:– – – digərləri";PRODUCT
2922500000;"Oksigentərkibli funksional qrupu olan amin birləşmələri:– aminspirtfenollar, aminturşufenollar və digər oksigentərkibli funksional qrupları olan aminbirləşmələri";PRODUCT
2923100000;"Dördlü ammonium əsaslı duzlar və hidroksidlər; digər lesitinlər və fosfoaminlipidlər, kimyəvi tərkibi müəyyən olunmuş və ya olunmamış:– xolin və onun duzları";PRODUCT
2923200000;"Dördlü ammonium əsaslı duzlar və hidroksidlər; digər lesitinlər və fosfoaminlipidlər, kimyəvi tərkibi müəyyən olunmuş və ya olunmamış:– digər lesitinlər və fosfoaminolipidlər";PRODUCT
2923900000;"Dördlü ammonium əsaslı duzlar və hidroksidlər; digər lesitinlər və fosfoaminlipidlər, kimyəvi tərkibi müəyyən olunmuş və ya olunmamış:– digərləri";PRODUCT
2924110000;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– asiklik amidlər (asiklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – meprobamat (INN)";PRODUCT
2924120000;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– asiklik amidlər (asiklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – flüorasetamid (ISO), monokrotofos (ISO) və fosfamidon (ISO)";PRODUCT
2924190000;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– asiklik amidlər (asiklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – digərləri";PRODUCT
2924210000;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– siklik amidlər (siklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – ureinlər və onların törəmələri; bu birləşmələrin duzları";PRODUCT
2924230000;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– siklik amidlər (siklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – 2-asetamidobenzoy turşusu (N-asetilantranil turşusu) və onun duzları";PRODUCT
2924240000;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– siklik amidlər (siklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – etinamat (INN)";PRODUCT
2924291000;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– siklik amidlər (siklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – digərləri:– – – lidokain (INN)";PRODUCT
2924299800;"Tərkibində funksional karboksamid qrupu olan birləşmələr; tərkibində funksional amid qrupu olan karbonat turşusunun birləşmələri:– siklik amidlər (siklik karbamatlar daxil olmaqla) və onların törəmələri; bu birləşmələrin duzları:– – digərləri:– – – digərləri";PRODUCT
2925110000;"Tərkibində funksional karboksimid qrupu olan (saxarin və onun duzları daxil olmaqla) birləşmələr və tərkibində funksional imin qrupu olan birləşmələr:– imidlər və onların törəmələri; bu birləşmələrin duzları:– – saxarin və onun duzları";PRODUCT
3004390000;"Dərman vasitələri (3002, 3005 və ya 3006 mal mövqelərinin mallarından başqa), qarışıq olan və ya qarışıq olmayan məhsullardan ibarət, terapevtik və ya profilaktika məqsədlərlə istifadə üçün, dozalaşdırılmış dərman formalar şəklində (transdermal sistem formasında dərman vasitələri daxil olmaqla)qablaşdırılmış və ya pərakəndə satış üçün formalara və ya bağlamalara:– tərkibində 2937 mal mövqeyində göstərilən hormonlar və ya digər birləşmələri olan, lakin antibiotiklər olmayan:– – digərləri";PRODUCT
3004400000;"Dərman vasitələri (3002, 3005 və ya 3006 mal mövqelərinin mallarından başqa), qarışıq olan və ya qarışıq olmayan məhsullardan ibarət, terapevtik və ya profilaktika məqsədlərlə istifadə üçün, dozalaşdırılmış dərman formalar şəklində (transdermal sistem formasında dərman vasitələri daxil olmaqla)qablaşdırılmış və ya pərakəndə satış üçün formalara və ya bağlamalara:– tərkibində alkaloidlər və ya onların törəmələri olan, lakin hormonlar, 2937 mal mövqeyində göstərilən digər birləşmələr və ya antibiotiklər olmayan";PRODUCT
3004500000;"Dərman vasitələri (3002, 3005 və ya 3006 mal mövqelərinin mallarından başqa), qarışıq olan və ya qarışıq olmayan məhsullardan ibarət, terapevtik və ya profilaktika məqsədlərlə istifadə üçün, dozalaşdırılmış dərman formalar şəklində (transdermal sistem formasında dərman vasitələri daxil olmaqla)qablaşdırılmış və ya pərakəndə satış üçün formalara və ya bağlamalara:– tərkibində 2936 mal mövqeyində göstərilən vitaminlər və ya başqa birləşmələr olan digər dərman vasitələri";PRODUCT
3004900000;"Dərman vasitələri (3002, 3005 və ya 3006 mal mövqelərinin mallarından başqa), qarışıq olan və ya qarışıq olmayan məhsullardan ibarət, terapevtik və ya profilaktika məqsədlərlə istifadə üçün, dozalaşdırılmış dərman formalar şəklində (transdermal sistem formasında dərman vasitələri daxil olmaqla)qablaşdırılmış və ya pərakəndə satış üçün formalara və ya bağlamalara:– digərləri";PRODUCT
3005100000;"Pərakəndə satış üçün formalara və ya bağlamalara qablaşdırılmış və ya əczaçılıq maddələri ilə hopdurulmuş və ya örtülmüş, tibbdə, cərrahiyyədə, stomatologiyada və ya baytarlıqda istifadə üçün nəzərdə tutulmuş, pambıq, tənzif, bint və analoji məmulatlar (məsələn, sarğı materialları, leykoplastrlar, təpitmələr):– adqeziv sarğı materialları və yapışqan səthi olan digər materiallar";PRODUCT
3005901000;"Pərakəndə satış üçün formalara və ya bağlamalara qablaşdırılmış və ya əczaçılıq maddələri ilə hopdurulmuş və ya örtülmüş, tibbdə, cərrahiyyədə, stomatologiyada və ya baytarlıqda istifadə üçün nəzərdə tutulmuş, pambıq, tənzif, bint və analoji məmulatlar (məsələn, sarğı materialları, leykoplastrlar, təpitmələr):– digərləri:– – pambıq və pambıq məmulatları";PRODUCT
3005903100;"Pərakəndə satış üçün formalara və ya bağlamalara qablaşdırılmış və ya əczaçılıq maddələri ilə hopdurulmuş və ya örtülmüş, tibbdə, cərrahiyyədə, stomatologiyada və ya baytarlıqda istifadə üçün nəzərdə tutulmuş, pambıq, tənzif, bint və analoji məmulatlar (məsələn, sarğı materialları, leykoplastrlar, təpitmələr):– digərləri:– – digərləri:– – – toxuculuq materiallarından:– – – – tənzif və tənzifdən hazırlanan məmulatlar";PRODUCT
3005905000;"Pərakəndə satış üçün formalara və ya bağlamalara qablaşdırılmış və ya əczaçılıq maddələri ilə hopdurulmuş və ya örtülmüş, tibbdə, cərrahiyyədə, stomatologiyada və ya baytarlıqda istifadə üçün nəzərdə tutulmuş, pambıq, tənzif, bint və analoji məmulatlar (məsələn, sarğı materialları, leykoplastrlar, təpitmələr):– digərləri:– – digərləri:– – – toxuculuq materiallarından:– – – – digərləri";PRODUCT
3005909900;"Pərakəndə satış üçün formalara və ya bağlamalara qablaşdırılmış və ya əczaçılıq maddələri ilə hopdurulmuş və ya örtülmüş, tibbdə, cərrahiyyədə, stomatologiyada və ya baytarlıqda istifadə üçün nəzərdə tutulmuş, pambıq, tənzif, bint və analoji məmulatlar (məsələn, sarğı materialları, leykoplastrlar, təpitmələr):– digərləri:– – digərləri:– – – digərləri";PRODUCT
3006101000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– steril cərrahiyyə ketqutu, tikiş qoymaq üçün analoji steril materiallar (steril sovrulan cərrahi və ya stomatoloji saplar daxil olmaqla) və yaraları cərrahi bağlamaq üçün steril adgeziv parçalar; steril laminariya və steril laminariyadan hazırlanan tamponlar; steril, cərrahi və ya stomatoloji qan kəsən vasitələr (hemostatiklər); steril cərrahi və ya stomatoloji adgezion arakəsmələr, sovrulan və ya sovrulmayan:– – steril cərrahiyyə ketqutu";PRODUCT
3006103000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– steril cərrahiyyə ketqutu, tikiş qoymaq üçün analoji steril materiallar (steril sovrulan cərrahi və ya stomatoloji saplar daxil olmaqla) və yaraları cərrahi bağlamaq üçün steril adgeziv parçalar; steril laminariya və steril laminariyadan hazırlanan tamponlar; steril, cərrahi və ya stomatoloji qan kəsən vasitələr (hemostatiklər); steril cərrahi və ya stomatoloji adgezion arakəsmələr, sovrulan və ya sovrulmayan:– – steril cərrahi və ya stomatoloji adgezion arakəsmələr, sovrulan və ya sovrulmayan ";PRODUCT
3006109000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– steril cərrahiyyə ketqutu, tikiş qoymaq üçün analoji steril materiallar (steril sovrulan cərrahi və ya stomatoloji saplar daxil olmaqla) və yaraları cərrahi bağlamaq üçün steril adgeziv parçalar; steril laminariya və steril laminariyadan hazırlanan tamponlar; steril, cərrahi və ya stomatoloji qan kəsən vasitələr (hemostatiklər); steril cərrahi və ya stomatoloji adgezion arakəsmələr, sovrulan və ya sovrulmayan:– – digərləri";PRODUCT
3006200000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– qan qruplarını təyin etmək üçün reagentlər";PRODUCT
3006300000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– rentqenoloji müayinə üçün kontrast preparatlar; xəstələrə daxil edilmək üçün nəzərdə tutulmuş diaqnostik reagentlər";PRODUCT
3006400000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– diş sementləri və dişlərin plomblanması üçün digər materiallar; sümüyü bərpa etmək üçün sementlər";PRODUCT
3006500000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– ilk yardım göstərilməsi üçün sanitar çantaları və dəstləri ";PRODUCT
3006601000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– hormonlar, 2937 mal mövqeyindəki digər birləşmələr və ya spermisidlər əsasında hazırlanmış kimyəvi kontraseptiv vasitələr:– – hormonlar və ya 2937 mal mövqeyindəki digər birləşmələr əsasında";PRODUCT
3006609000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– hormonlar, 2937 mal mövqeyindəki digər birləşmələr və ya spermisidlər əsasında hazırlanmış kimyəvi kontraseptiv vasitələr:– – spermisidlər əsasında";PRODUCT
3006700000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– qel şəklində preparatlar, tibbdə və ya baytarlıqda cərrahiyyə əməliyyatları və ya fiziki müayinələr zamanı bədənlə tibbi alətlər arasında əlaqələndiridici aqent kimi bədən hissələrinə sürtmək üçün";PRODUCT
3006910000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– digərləri:– – stomik istifadə üçün ləvazimatlar ";PRODUCT
3006920000;"Bu qrupun 4k. qeydində göstərilən əczaçılıq məhsulları:– digərləri:– – yararsız əczaçılıq vasitələri";PRODUCT
3101000000;"Heyvan və ya bitki mənşəli gübrələr, qarışıq və ya qarışdırılmamış, kimyəvi emal edilmiş və ya emal edilməmiş; heyvan və ya bitki mənşəli məhsulların qarışdırılması və ya kimyəvi emal edilmiş gübrələr";PRODUCT
3102101000;"Mineral və ya kimyəvi azot gübrələri:– sidik cövhəri, o cümlədən suda məhlulu:– – sidik cövhəri, tərkibində quru susuz məhsula hesablanmada 45 kütlə %-dən çox azot olan ";PRODUCT
3102109000;"Mineral və ya kimyəvi azot gübrələri:– sidik cövhəri, o cümlədən suda məhlulu:– – digəri";PRODUCT
3102210000;"Mineral və ya kimyəvi azot gübrələri:– ammonium sulfat; ammonium sulfatın və ammonium nitratın ikiqat duzları və qarışıqları:– – ammonium sulfat";PRODUCT
